origin,destination,distance
EWR,JFK,21.0
WRG,PSG,31.0
PSG,WRG,31.0
LAX,SNA,36.0
JNU,GST,41.0
GST,JNU,41.0
PLN,CIU,49.0
SWF,LGA,52.0
SAV,BQK,62.0
MIA,PBI,62.0
RHI,IMT,67.0
ORD,MKE,67.0
MKE,ORD,67.0
CWA,ATW,67.0
IMT,RHI,67.0
SJU,STT,68.0
STT,SJU,68.0
MEI,PIB,69.0
PIB,MEI,69.0
MVY,BOS,70.0
BOS,MVY,70.0
DEN,COS,73.0
COS,DEN,73.0
CLL,IAH,74.0
DTW,LAN,74.0
LAN,DTW,74.0
IAH,CLL,74.0
MSP,RST,76.0
RST,MSP,76.0
MRY,SFO,77.0
SFO,MRY,77.0
EWR,PHL,80.0
KTN,WRG,82.0
WRG,KTN,82.0
CLT,GSO,83.0
ATL,CSG,83.0
GSO,CLT,83.0
JMS,DVL,83.0
DVL,JMS,83.0
CSG,ATL,83.0
ORD,SBN,84.0
SBN,ORD,84.0
GSO,ROA,84.0
KOA,OGG,84.0
OGG,KOA,84.0
SFO,SMF,86.0
HIB,INL,86.0
LAX,CLD,86.0
SMF,SFO,86.0
CLD,LAX,86.0
INL,HIB,86.0
FAR,JMS,88.0
SBA,LAX,89.0
DFW,ACT,89.0
GJT,ASE,89.0
ACT,DFW,89.0
LAX,SBA,89.0
PHL,BWI,90.0
BWI,PHL,90.0
BOS,ACK,91.0
ACK,BOS,91.0
BIL,COD,92.0
SEA,BLI,93.0
BLI,SEA,93.0
EWR,AVP,93.0
AVP,EWR,93.0
SJU,STX,94.0
STX,SJU,94.0
SIT,JNU,95.0
CLE,DTW,95.0
DTW,CLE,95.0
JNU,SIT,95.0
LGA,PHL,96.0
PHL,LGA,96.0
FCA,MSO,97.0
MBS,DTW,98.0
DTW,MBS,98.0
IAD,RIC,100.0
HNL,OGG,100.0
RIC,IAD,100.0
OGG,HNL,100.0
MSO,BTM,101.0
DFW,TYR,102.0
TYR,DFW,102.0
HNL,LIH,102.0
LIH,HNL,102.0
ATL,CHA,106.0
CHA,ATL,106.0
CRP,HRL,107.0
LBB,AMA,107.0
ORD,MSN,108.0
MSN,ORD,108.0
PUB,DEN,109.0
SAN,LAX,109.0
LAX,SAN,109.0
DEN,PUB,109.0
PHX,TUS,110.0
TUS,PHX,110.0
LAX,PSP,110.0
PSP,LAX,110.0
DFW,SPS,113.0
DTW,AZO,113.0
DEN,LAR,113.0
LAR,DEN,113.0
SPS,DFW,113.0
AZO,DTW,113.0
MSP,BRD,114.0
BRD,MSP,114.0
MSN,CWA,114.0
ORD,BMI,116.0
BMI,ORD,116.0
BDL,EWR,116.0
EWR,BDL,116.0
MKG,ORD,118.0
ORD,MKG,118.0
LSE,MSP,119.0
PHL,DCA,119.0
FLG,PHX,119.0
DCA,PHL,119.0
MSP,LSE,119.0
PHX,FLG,119.0
DTW,GRR,120.0
EGE,DEN,120.0
GRR,DTW,120.0
DEN,EGE,120.0
ITO,OGG,121.0
OGG,ITO,121.0
ORD,AZO,122.0
AZO,ORD,122.0
PSG,JNU,123.0
JNU,PSG,123.0
EYW,MIA,125.0
ASE,DEN,125.0
DEN,ASE,125.0
MIA,EYW,125.0
GCC,RAP,125.0
LCH,IAH,127.0
IAH,LCH,127.0
DTW,FWA,128.0
FWA,DTW,128.0
PDX,SEA,129.0
SEA,PDX,129.0
ORD,PIA,130.0
RDU,CLT,130.0
CLT,RDU,130.0
PIA,ORD,130.0
SLC,VEL,132.0
VEL,SLC,132.0
DTW,CAK,133.0
CAK,DTW,133.0
BHM,ATL,134.0
LAX,SMX,134.0
GRK,DFW,134.0
ATL,BHM,134.0
SMX,LAX,134.0
DFW,GRK,134.0
ORD,CMI,135.0
CMI,ORD,135.0
GRR,ORD,137.0
ORD,GRR,137.0
STL,PIA,137.0
ORD,MLI,139.0
MLI,ORD,139.0
LAW,DFW,140.0
GGG,DFW,140.0
DFW,LAW,140.0
IAH,AUS,140.0
AUS,IAH,140.0
DFW,GGG,140.0
HDN,DEN,141.0
DEN,HDN,141.0
AGS,ATL,143.0
ALB,EWR,143.0
ATL,AGS,143.0
ORF,DCA,143.0
EWR,ALB,143.0
DLH,MSP,144.0
LRD,HRL,144.0
MSP,DLH,144.0
ABY,ATL,145.0
ATL,ABY,145.0
MGM,ATL,147.0
DBQ,ORD,147.0
ORD,DBQ,147.0
ATL,MGM,147.0
AUS,HOU,148.0
HOU,AUS,148.0
MSN,CID,149.0
SLC,PIH,150.0
PIH,SLC,150.0
HSV,ATL,151.0
ATL,HSV,151.0
MCI,LNK,152.0
ATL,TYS,152.0
GPT,VPS,152.0
TYS,ATL,152.0
DEN,GUC,152.0
GUC,DEN,152.0
ATL,GSP,153.0
BRD,INL,153.0
INL,BRD,153.0
GSP,ATL,153.0
RDU,PHF,154.0
DTW,CMH,155.0
CMH,DTW,155.0
LAX,SBP,156.0
SBP,LAX,156.0
ORD,FWA,157.0
MYR,CLT,157.0
CLT,MYR,157.0
DTW,SBN,157.0
IAD,ORF,157.0
TYS,LEX,157.0
ORF,IAD,157.0
FWA,ORD,157.0
SBN,DTW,157.0
ABI,DFW,158.0
FAT,SFO,158.0
DFW,ABI,158.0
SFO,FAT,158.0
ORF,BWI,159.0
BWI,ORF,159.0
PHX,YUM,160.0
YUM,PHX,160.0
ORD,ATW,160.0
ANC,CDV,160.0
PVD,EWR,160.0
EWR,PVD,160.0
ATW,ORD,160.0
CDV,ANC,160.0
SLC,RKS,162.0
RKS,SLC,162.0
KOA,HNL,163.0
IAH,TYR,163.0
TYR,IAH,163.0
HNL,KOA,163.0
AVL,ATL,164.0
DTW,ERI,164.0
DFW,CLL,164.0
ERI,DTW,164.0
ATL,AVL,164.0
CLL,DFW,164.0
IAH,GRK,166.0
DTW,DAY,166.0
GRK,IAH,166.0
DAY,DTW,166.0
CLT,CHS,168.0
IAD,TTN,168.0
CHS,CLT,168.0
EWR,BWI,169.0
BWI,EWR,169.0
ATL,DHN,170.0
DHN,ATL,170.0
SEA,PSC,172.0
PSC,SEA,172.0
MVY,JFK,173.0
ORD,GRB,173.0
GRB,ORD,173.0
JFK,MVY,173.0
SPI,ORD,174.0
HIB,MSP,174.0
ORD,SPI,174.0
MSP,HIB,174.0
MSP,CWA,175.0
SLC,TWF,175.0
OKC,DFW,175.0
CWA,MSP,175.0
DFW,OKC,175.0
TWF,SLC,175.0
IAD,ROA,177.0
FLL,MCO,177.0
ORD,IND,177.0
MCO,FLL,177.0
IND,ORD,177.0
ROA,IAD,177.0
LAN,ORD,179.0
ORD,LAN,179.0
GSO,CRW,181.0
DAL,OKC,181.0
TXK,DFW,181.0
OKC,DAL,181.0
DFW,TXK,181.0
PIT,IAD,182.0
IAD,PIT,182.0
SIT,KTN,183.0
OTZ,OME,183.0
KTN,SIT,183.0
OME,OTZ,183.0
SLC,CNY,184.0
BWI,JFK,184.0
CNY,SLC,184.0
BOS,LGA,184.0
JFK,BWI,184.0
LGA,BOS,184.0
CLT,ILM,185.0
ILM,CLT,185.0
BOS,JFK,187.0
CRP,HOU,187.0
HOU,CRP,187.0
JFK,BOS,187.0
SLC,IDA,188.0
IDA,SLC,188.0
DAL,AUS,189.0
FSD,LNK,189.0
AUS,DAL,189.0
SBP,SFO,190.0
AUS,DFW,190.0
SFO,SBP,190.0
IAH,AEX,190.0
DFW,SHV,190.0
SHV,DFW,190.0
DFW,AUS,190.0
RHI,MSP,190.0
AEX,IAH,190.0
MSP,RHI,190.0
SAT,IAH,191.0
IAH,SAT,191.0
CAE,ATL,192.0
MIA,MCO,192.0
SHV,IAH,192.0
IAH,SHV,192.0
RNO,SFO,192.0
HOU,SAT,192.0
ATL,CAE,192.0
MCO,MIA,192.0
SFO,RNO,192.0
SAT,HOU,192.0
SFO,MMH,193.0
MMH,SFO,193.0
MHT,LGA,195.0
LGA,MHT,195.0
EWR,SYR,195.0
SYR,EWR,195.0
JFK,HYA,196.0
MTJ,DEN,196.0
HYA,JFK,196.0
ORD,CID,196.0
PHL,BDL,196.0
BDL,PHL,196.0
MSP,FSD,196.0
DEN,MTJ,196.0
FSD,MSP,196.0
CID,ORD,196.0
TPA,FLL,197.0
LAS,ONT,197.0
ONT,LAS,197.0
FLL,TPA,197.0
APN,DTW,198.0
PHL,RIC,198.0
RIC,PHL,198.0
LGA,SYR,198.0
SYR,LGA,198.0
DTW,APN,198.0
YAK,JNU,198.91712707182322
JNU,YAK,198.91712707182322
DCA,EWR,199.0
ACK,JFK,199.0
SFO,RDD,199.0
EWR,DCA,199.0
BJI,MSP,199.0
MSP,BJI,199.0
RDD,SFO,199.0
JFK,ACK,199.0
BOS,EWR,200.0
SLC,EKO,200.0
EKO,SLC,200.0
EWR,BOS,200.0
CRP,IAH,201.0
PIT,DTW,201.0
LIH,OGG,201.0
IAH,LFT,201.0
LFT,IAH,201.0
OGG,LIH,201.0
DTW,PIT,201.0
IAH,CRP,201.0
SBN,CVG,203.0
MIA,TPA,204.0
SCC,BRW,204.0
TPA,MIA,204.0
DCA,PIT,204.0
BRW,SCC,204.0
PIT,DCA,204.0
JAC,SLC,205.0
SLC,JAC,205.0
TVC,DTW,207.0
DTW,TVC,207.0
VLD,ATL,208.0
ATL,VLD,208.0
FAT,LAX,209.0
EWR,MHT,209.0
JFK,SYR,209.0
SYR,JFK,209.0
LAX,FAT,209.0
MHT,EWR,209.0
PIT,BWI,210.0
BWI,PIT,210.0
IAD,EWR,212.0
EWR,IAD,212.0
DEN,GJT,212.0
GJT,DEN,212.0
ORD,CWA,212.26592977893367
CWA,ORD,212.26640675763483
CDV,YAK,213.0
TOL,ORD,213.0
ORD,TOL,213.0
YAK,CDV,213.0
DCA,JFK,213.0
JFK,DCA,213.0
CLE,SCE,213.0
BNA,ATL,214.0
ATL,SAV,214.0
LGA,DCA,214.0
DCA,LGA,214.0
ATL,BNA,214.0
SAV,ATL,214.0
LSE,ORD,215.0
ORD,LSE,215.0
DAL,IAH,216.0
GJT,SLC,216.0
SLC,GJT,216.0
ITO,HNL,216.0
SFO,SMX,216.0
IAH,DAL,216.0
HNL,ITO,216.0
SMX,SFO,216.0
BWI,ISP,220.0
MSP,CID,220.0
ISP,BWI,220.0
CID,MSP,220.0
CDC,SLC,221.0
SLC,CDC,221.0
SLC,SUN,222.0
SUN,SLC,222.0
MBS,ORD,222.0
ORD,MBS,222.0
TLH,ATL,223.0
FAR,MSP,223.0
BUR,LAS,223.0
MSP,FAR,223.0
ATL,TLH,223.0
ORD,FNT,223.0
FNT,ORD,223.0
LAS,BUR,223.0
IAH,DFW,224.0
SEA,GEG,224.0
GEG,SEA,224.0
DFW,IAH,224.0
IAD,RDU,224.0
ORD,TVC,224.0
TVC,ORD,224.0
RDU,IAD,224.0
ATL,CLT,226.0
CLT,ATL,226.0
SNA,LAS,226.0
LAS,SNA,226.0
FSM,DFW,227.0
DCA,RDU,227.0
DFW,FSM,227.0
TRI,ATL,227.0
ATL,TRI,227.0
RDU,DCA,227.0
IAD,JFK,228.0
MSN,MSP,228.0
DTW,MDW,228.0
JFK,IAD,228.0
MDW,DTW,228.0
MSP,MSN,228.0
DFW,SJT,229.0
SJT,DFW,229.0
CVG,DTW,229.0
IAD,LGA,229.0
DTW,CVG,229.0
LGA,IAD,229.0
CPR,DEN,230.0
CVG,BNA,230.0
BNA,CVG,230.0
DEN,CPR,230.0
DTW,IND,231.0
LAS,LGB,231.0
LGB,LAS,231.0
IND,DTW,231.0
DSM,MSP,232.0
MSP,DSM,232.0
DCA,HPN,234.0
ALO,ORD,234.0
ORD,ALO,234.0
JNU,KTN,234.0
KTN,JNU,234.0
HPN,DCA,234.0
ORD,DTW,235.0
DTW,ORD,235.0
MSP,ATW,236.0
ATW,MSP,236.0
LAS,LAX,236.0
LAX,LAS,236.0
DTW,MKE,237.0
TUL,DFW,237.0
MCI,STL,237.0
DFW,TUL,237.0
TUL,DAL,237.0
STL,MCI,237.0
DAL,TUL,237.0
MKE,DTW,237.0
PHL,PVD,237.0
PVD,PHL,237.0
ATL,BQK,238.0
BQK,ATL,238.0
BFL,SFO,238.0
SFO,BFL,238.0
IAD,GSO,239.0
GSO,IAD,239.0
DAL,HOU,239.0
HOU,DAL,239.0
ATL,ECP,240.0
DAY,ORD,240.0
ORD,DAY,240.0
ECP,ATL,240.0
ATL,GTR,241.0
GTR,ATL,241.0
DTW,BUF,241.0
BUF,DTW,241.0
DTW,PLN,243.0
PLN,DTW,243.0
EWR,ROC,246.0
ROC,EWR,246.0
DFW,HOU,247.0
DFW,SAT,247.0
SAT,DFW,247.0
HOU,DFW,247.0
DAL,SAT,248.0
SAT,DAL,248.0
VPS,ATL,250.0
ACV,SFO,250.0
ATL,VPS,250.0
SFO,ACV,250.0
DRO,DEN,250.73121869782972
DEN,DRO,250.73121869782972
STL,MDW,251.0
MDW,STL,251.0
MSP,GRB,252.0
GRB,MSP,252.0
ADQ,ANC,253.0
IAH,BTR,253.0
BTR,IAH,253.0
ANC,ADQ,253.0
ROC,LGA,254.0
LGA,ROC,254.0
LAS,PHX,255.0
PHX,LAS,255.0
MSP,INL,255.0
RDU,BWI,255.0
INL,MSP,255.0
BWI,RDU,255.0
CVG,PIT,256.0
PIT,CVG,256.0
IMT,MSP,257.0
CLT,RIC,257.0
ABR,MSP,257.0
RIC,CLT,257.0
MSP,IMT,257.0
MSP,ABR,257.0
LAS,SAN,258.0
STL,ORD,258.0
ORD,STL,258.0
SAN,LAS,258.0
LGA,BTV,258.0
BTV,LGA,258.0
CHS,ATL,259.0
ATL,CHS,259.0
RKS,DEN,260.0
DEN,RKS,260.0
RKS,GCC,261.0
FAI,ANC,261.0
PHX,PSP,261.0
GCC,RKS,261.0
ANC,FAI,261.0
PSP,PHX,261.0
MLU,IAH,262.0
SBA,SFO,262.0
IAH,MLU,262.0
SFO,SBA,262.0
JFK,ROC,264.0
ROC,JFK,264.0
CVG,ORD,264.765867731913
ORD,CVG,264.7669481853458
JFK,BTV,266.0
EWR,BTV,266.0
BTV,EWR,266.0
BTV,JFK,266.0
LAX,MRY,266.0
MRY,LAX,266.0
PIT,PHL,268.0
RST,ORD,268.0
PHL,PIT,268.0
ORD,RST,268.0
CVG,GRR,268.0
GRR,CVG,268.0
ORD,EAU,268.2520547945206
EAU,ORD,268.2520547945206
LGA,PWM,269.0
PWM,LGA,269.0
BPT,DFW,270.0
JAX,ATL,270.0
ATL,JAX,270.0
DFW,BPT,270.0
ATL,PNS,271.0
SDF,MDW,271.0
PNS,ATL,271.0
MDW,SDF,271.0
STL,BNA,272.0
SGU,SLC,272.0
SLC,SGU,272.0
BNA,STL,272.0
EVV,ORD,272.17380092831354
ORD,EVV,272.1738906088751
SLC,WYS,273.0
PWM,JFK,273.0
WYS,SLC,273.0
JFK,PWM,273.0
AUS,HRL,273.0
HRL,AUS,273.0
MLI,MSP,274.0
ACY,BOS,274.0
DCA,CAK,274.0
CAK,DCA,274.0
MSP,MLI,274.0
BOS,ACY,274.0
HRL,HOU,277.0
BWI,ROC,277.0
RIC,EWR,277.0
ROC,BWI,277.0
HOU,HRL,277.0
EWR,RIC,277.0
EGE,SLC,279.0
XNA,DFW,280.0
DFW,XNA,280.0
PHL,BOS,280.0
BOS,PHL,280.0
BUF,BWI,281.0
BWI,BUF,281.0
CRW,DTW,281.0
DTW,CRW,281.0
OMA,MSP,282.0
MSP,OMA,282.0
DFW,LBB,282.0
LBB,DFW,282.0
BUF,EWR,282.0
EWR,BUF,282.0
MDW,CMH,283.0
CMH,MDW,283.0
IAD,BUF,283.0
BWI,BDL,283.0
BDL,BWI,283.0
BUF,IAD,283.0
DTW,CIU,284.0
CIU,DTW,284.0
EWR,ORF,284.0
MSP,GFK,284.0
EWR,PWM,284.0
ORF,EWR,284.0
GFK,MSP,284.0
PWM,EWR,284.0
AEX,DFW,285.0
DFW,AEX,285.0
SDF,ORD,286.7970479704797
ORD,SDF,286.8022598870057
DTW,GRB,287.0
GRB,DTW,287.0
BOI,GEG,287.0
GEG,BOI,287.0
ANC,AKN,288.0
CLE,IAD,288.0
IAD,ROC,288.0
AKN,ANC,288.0
IAD,CLE,288.0
ROC,IAD,288.0
BWI,ALB,289.0
ALB,BWI,289.0
JFK,ORF,290.0
ORF,JFK,290.0
SLC,BOI,290.0
ORF,CLT,290.0
CLT,ORF,290.0
BOI,SLC,290.0
RAP,JMS,291.0
RIC,LGA,292.0
LGA,BUF,292.0
BUF,LGA,292.0
LGA,RIC,292.0
MLU,DFW,293.0
DFW,MLU,293.0
LBB,DAL,293.0
DAL,LBB,293.0
MIA,GNV,294.0
GNV,MIA,294.0
HRL,IAH,295.0
LCH,DFW,295.0
IAH,HRL,295.0
DFW,LCH,295.0
LGA,ORF,296.0
DTW,ATW,296.0
ORD,CMH,296.0
ROC,DTW,296.0
DAL,LIT,296.0
DTW,LEX,296.0
BUR,SJC,296.0
SJC,BUR,296.0
CMH,ORD,296.0
IAD,SYR,296.0
SYR,IAD,296.0
LEX,DTW,296.0
ORF,LGA,296.0
LIT,DAL,296.0
DTW,ROC,296.0
ATW,DTW,296.0
MSP,MKE,297.0
MKE,MSP,297.0
DCA,SYR,298.0
HYS,DEN,298.0
SYR,DCA,298.0
SLC,COD,298.0
DEN,HYS,298.0
COD,SLC,298.0
IAD,CMH,299.0
ORD,DSM,299.0
CMH,IAD,299.0
DSM,ORD,299.0
DEN,RAP,300.0
GNV,ATL,300.0
ATL,GNV,300.0
RAP,DEN,300.0
SCE,DTW,301.0
LRD,IAH,301.0
IAH,LRD,301.0
BUF,JFK,301.0
DTW,SCE,301.0
JFK,BUF,301.0
MOB,ATL,302.0
HOU,MSY,302.0
ATL,MOB,302.0
MSY,HOU,302.0
ORD,MQT,303.0
DEN,SAF,303.0
MQT,ORD,303.0
SAF,DEN,303.0
DFW,LIT,304.0
LEX,ATL,304.0
LIT,DFW,304.0
SFO,CEC,304.0
ATL,LEX,304.0
CEC,SFO,304.0
SAN,PHX,304.0
PHX,SAN,304.0
LGA,CHO,305.0
MSY,IAH,305.0
IAH,MSY,305.0
CHO,LGA,305.0
ATL,GSO,306.0
SDF,DTW,306.0
DTW,ESC,306.0
DTW,SDF,306.0
DSM,MDW,306.0
ESC,DTW,306.0
MDW,DSM,306.0
GSO,ATL,306.0
MDW,CLE,307.0
CLE,MDW,307.0
BRO,IAH,308.0
CVG,STL,308.0
IAH,BRO,308.0
SJC,LAX,308.0
LAX,SJC,308.0
STL,CVG,308.0
MAF,DFW,309.0
DFW,MAF,309.0
DCA,CLE,310.0
CLE,DCA,310.0
MSN,DTW,311.0
DTW,MSN,311.0
DFW,AMA,312.0
AMA,DFW,312.0
BMI,DTW,313.0
DEN,GCC,313.0
DCA,BDL,313.0
DTW,BMI,313.0
BDL,DCA,313.0
GCC,DEN,313.0
FAT,SAN,314.0
CLE,BWI,314.0
SAN,FAT,314.0
BWI,CLE,314.0
COU,ORD,315.0
ORD,COU,315.0
CLE,ORD,315.25485436893206
ORD,CLE,315.2585966542751
MFE,IAH,316.0
IAH,MFE,316.0
MKE,STL,317.0
MYR,ATL,317.0
STL,MKE,317.0
ATL,MYR,317.0
MKE,CVG,318.0
CVG,MKE,318.0
PIT,EWR,319.0
EWR,PIT,319.0
DAL,MAF,319.0
MAF,DAL,319.0
FLL,JAX,319.0
JAX,FLL,319.0
SLC,CPR,320.0
CPR,SLC,320.0
